Player,Span,Matches,Innings,Not Out,Runs Scored,Highest Score,Average,Bowls Faced,Strike Rate,100,50,0,4s,6s,Economy Rate,Maidens Bowled,Wickets Taken
DP Conway (NZ),2021-2022,0.15151515151515155,0.16666666666666663,0.21428571428571427,0.1533203125,0.6593406593406594,0.3104679331888308,0.18276762402088775,0.597510129778613,0.0,0.07142857142857142,0.0,0.15686274509803924,0.0,,,
Younis Khan (PAK),2007-2009,0.24242424242424243,0.23333333333333334,0.21428571428571427,0.177734375,0.20879120879120877,0.25500446257809506,0.1801566579634465,0.6639262434670269,0.0,0.14285714285714285,0.0,0.11764705882352944,0.08333333333333333,,,
JJ Smit (NAM),2021-2022,0.15151515151515155,0.1333333333333333,0.42857142857142855,0.0,0.0,0.246716817544307,0.0,0.6024428915379647,0.0,0.0,0.2,0.0,0.016666666666666663,,,
ADS Fletcher (WI),2009-2016,0.15151515151515155,0.16666666666666663,0.21428571428571427,0.099609375,0.5714285714285714,0.22274639806196608,0.11488250652741513,0.6086675670914323,0.0,0.14285714285714285,0.6000000000000001,0.107843137254902,0.08333333333333333,,,
RS Bopara (ENG),2009-2014,0.15151515151515155,0.16666666666666663,0.14285714285714285,0.119140625,0.2527472527472528,0.21229121509626417,0.13707571801566582,0.6101356509483823,0.0,0.07142857142857142,0.0,0.107843137254902,0.0,,,
Salman Butt (PAK),2007-2010,0.24242424242424243,0.26666666666666666,0.07142857142857142,0.220703125,0.45054945054945056,0.21012367716435035,0.2754569190600522,0.5768395090727583,0.0,0.14285714285714285,0.2,0.30392156862745107,0.033333333333333326,,,
HG Munsey (SCOT),2016-2022,0.24242424242424243,0.26666666666666666,0.07142857142857142,0.21875,0.3736263736263737,0.20821114369501467,0.2454308093994778,0.6235245757237654,0.0,0.14285714285714285,0.2,0.3921568627450982,0.06666666666666667,,,
RD Berrington (SCOT),2016-2022,0.24242424242424243,0.23333333333333334,0.14285714285714285,0.166015625,0.4175824175824176,0.206426112456968,0.18276762402088775,0.628927124317341,0.0,0.14285714285714285,0.6000000000000001,0.06862745098039218,0.1333333333333333,,,
LMP Simmons (WI),2009-2021,0.24242424242424243,0.26666666666666666,0.07142857142857142,0.216796875,0.5494505494505495,0.2061711079943899,0.23890339425587465,0.6314522285512949,0.0,0.14285714285714285,0.8,0.25490196078431376,0.11666666666666665,,,
PWH de Silva (SL),2021-2022,0.30303030303030304,,,0.232421875,,0.01976284584980234,0.3433420365535248,0.004697868342239703,,,,,,0.17582417582417564,0.3333333333333333,0.5555555555555556
A Zampa (AUS),2016-2022,0.24242424242424243,,,0.1845703125,,0.04335075863827617,0.25718015665796345,0.01174467085559927,,,,,,0.26098901098901095,0.0,0.3333333333333333
S Badree (WI),2012-2016,0.27272727272727276,,,0.2041015625,,0.04692082111436949,0.3276762402088773,0.021727641082858642,,,,,,0.09615384615384603,0.3333333333333333,0.3611111111111111
TA Boult (NZ),2014-2022,0.24242424242424243,,,0.2431640625,,0.06043605763100854,0.30156657963446476,0.01350637148393917,,,,,,0.3846153846153846,0.0,0.3888888888888889
BAW Mendis (SL),2009-2014,0.45454545454545453,,,0.3994140625,,0.06528114241999233,0.4804177545691906,0.014093605026719122,,,,,,0.4203296703296704,1.0,0.6666666666666667
Shadab Khan (PAK),2021-2022,0.2121212121212121,,,0.181640625,,0.06693867142674995,0.2493472584856397,0.021727641082858642,,,,,,0.2774725274725274,0.0,0.25000000000000006
SP Narine (WI),2012-2014,0.18181818181818182,,,0.111328125,,0.07012622720897616,0.21540469973890342,0.03993188090903753,,,,,,0.0,0.3333333333333333,0.1111111111111111
Rashid Khan (AFG),2016-2022,0.27272727272727276,,,0.2490234375,,0.07994389901823282,0.3224543080939948,0.02466380879675846,,,,,,0.3296703296703296,0.0,0.3333333333333333
GP Swann (ENG),2009-2012,0.30303030303030304,,,0.2353515625,,0.08121892133112327,0.2963446475195822,0.02348934171119854,,,,,,0.3653846153846154,0.6666666666666666,0.3055555555555555
Saeed Ajmal (PAK),2009-2014,0.5151515151515151,,,0.478515625,,0.08874155297717709,0.5652741514360313,0.022314874625638623,,,,,,0.44505494505494503,0.3333333333333333,0.6944444444444444
WD Parnell (SA),2009-2022,0.24242424242424243,,,0.1875,,0.09256661991584852,0.2245430809399478,0.02466380879675846,,,,,,0.43131868131868134,0.3333333333333333,0.19444444444444448
R Ashwin (IND),2012-2022,0.5454545454545454,,,0.4248046875,,0.09371413999744993,0.531331592689295,0.02877444359621821,,,,,,0.3626373626373627,0.0,0.5833333333333333
Umar Gul (PAK),2007-2014,0.5454545454545454,,,0.4755859375,,0.09371413999744993,0.5104438642297651,0.018204239826178872,,,,,,0.5851648351648349,0.0,0.6666666666666667
NL McCullum (NZ),2007-2016,0.4848484848484849,,,0.275390625,,0.09486166007905136,0.391644908616188,0.03817018028069763,,,,,,0.21153846153846168,0.0,0.3333333333333333
MG Johnson (AUS),2007-2010,0.24242424242424243,,,0.228515625,,0.09753920693612136,0.2741514360313316,0.027012742967878325,,,,,,0.42582417582417564,0.0,0.25000000000000006
IS Sodhi (NZ),2016-2022,0.3333333333333333,,,0.3193359375,,0.1002167537931914,0.35900783289817234,0.024076575253978508,,,,,,0.5137362637362637,0.0,0.3888888888888889
Shaheen Shah Afridi (PAK),2021-2022,0.2121212121212121,,,0.2021484375,,0.1032768073441285,0.2506527415143603,0.031123377767338076,,,,,,0.3873626373626373,0.3333333333333333,0.19444444444444448
Shakib Al Hasan (BAN),2007-2022,0.909090909090909,,,0.7412109375,,0.1113094479153385,0.8772845953002613,0.03171061131011803,,,,,,0.4423076923076923,0.0,1.0
MJ Santner (NZ),2016-2022,0.3333333333333333,,,0.2685546875,,0.11169195460920564,0.3368146214099217,0.03582124610957778,,,,,,0.36813186813186793,0.0,0.27777777777777773
M Morkel (SA),2007-2014,0.3333333333333333,,,0.3271484375,,0.11385949254111943,0.3563968668407311,0.027012742967878325,,,,,,0.5604395604395604,0.0,0.3611111111111111
Al-Amin Hossain (BAN),2014-2016,0.24242424242424243,,,0.2197265625,,0.11602703047303325,0.20626631853785898,0.020553173997298724,,,,,,0.739010989010989,0.0,0.19444444444444448
DW Steyn (SA),2009-2016,0.5151515151515151,,,0.451171875,,0.11985209741170469,0.5169712793733681,0.03288507839567796,,,,,,0.4917582417582418,0.3333333333333333,0.5277777777777777
DL Vettori (NZ),2007-2012,0.3333333333333333,,,0.2685546875,,0.12367716435037615,0.391644908616188,0.0534382523929767,,,,,,0.18131868131868134,0.0,0.25000000000000006
Taskin Ahmed (BAN),2014-2022,0.30303030303030304,,,0.2353515625,,0.1272472268264694,0.28720626631853785,0.04051911445181748,,,,,,0.4065934065934067,0.6666666666666666,0.19444444444444448
M Theekshana (SL),2021-2022,0.27272727272727276,,,0.216796875,,0.12801224021420374,0.29765013054830286,0.049327617593516934,,,,,,0.2664835164835164,0.0,0.16666666666666669
IK Pathan (IND),2007-2012,0.27272727272727276,,,0.19921875,,0.12954226698967228,0.20234986945169714,0.029948910681778143,,,,,,0.6291208791208791,0.3333333333333333,0.1388888888888889
SL Malinga (SL),2007-2014,0.7575757575757576,,,0.630859375,,0.12966976922096138,0.6697127937336815,0.030536144224558096,,,,,,0.6208791208791209,0.0,0.75
MRJ Watt (SCOT),2016-2022,0.24242424242424243,,,0.2041015625,,0.13349483615963278,0.2885117493472585,0.05402548593575665,,,,,,0.2362637362637363,0.0,0.1388888888888889
TG Southee (NZ),2010-2022,0.4848484848484849,,,0.48046875,,0.1415274767308428,0.49347258485639683,0.032297844852897994,,,,,,0.6648351648351647,0.6666666666666666,0.49999999999999994
Mustafizur Rahman (BAN),2016-2022,0.27272727272727276,,,0.2958984375,,0.1415274767308428,0.304177545691906,0.03405954548123789,,,,,,0.6401098901098901,0.3333333333333333,0.25000000000000006
JR Hazlewood (AUS),2016-2022,0.2121212121212121,,,0.240234375,,0.14599005482595948,0.23368146214099217,0.032297844852897994,,,,,,0.7005494505494503,0.3333333333333333,0.16666666666666669
Haris Rauf (PAK),2021-2022,0.2121212121212121,,,0.2236328125,,0.14943261507076375,0.2493472584856397,0.042868048622937346,,,,,,0.5192307692307692,0.3333333333333333,0.1388888888888889
CJ Jordan (ENG),2014-2022,0.3636363636363636,,,0.3388671875,,0.15542521994134897,0.3381201044386423,0.03640847965235773,,,,,,0.6923076923076925,0.0,0.27777777777777773
SCJ Broad (ENG),2007-2014,0.606060606060606,,,0.541015625,,0.15886778018615325,0.5456919060052219,0.03699571319513771,,,,,,0.7005494505494503,0.6666666666666666,0.5277777777777777
RE van der Merwe (NED/SA),2009-2022,0.45454545454545453,,,0.2421875,,0.16460538059416038,0.27284595300261094,0.0499148511362969,,,,,,0.5054945054945055,0.0,0.1388888888888889
Abdur Razzak (BAN),2007-2014,0.27272727272727276,,,0.2431640625,,0.1653703939818947,0.2859007832898172,0.0534382523929767,,,,,,0.4505494505494503,0.3333333333333333,0.1388888888888889
CBRLS Kumara (SL),2021-2022,0.2121212121212121,,,0.224609375,,0.16868545199540988,0.22193211488250653,0.042280815080157366,,,,,,0.6730769230769229,0.3333333333333333,0.1111111111111111
Shahid Afridi (PAK),2007-2016,0.8484848484848484,,,0.771484375,,0.17021547877087848,0.9229765013054831,0.05696165364965647,,,,,,0.4230769230769229,0.3333333333333333,0.7777777777777777
MA Starc (AUS),2012-2022,0.42424242424242425,,,0.5302734375,,0.18538824429427517,0.48433420365535246,0.03817018028069763,,,,,,0.8736263736263736,0.3333333333333333,0.4444444444444445
RA Jadeja (IND),2009-2021,0.4848484848484849,,,0.40234375,,0.1949509116409537,0.4451697127937337,0.059310587820776334,,,,,,0.5412087912087911,0.3333333333333333,0.27777777777777773
KMDN Kulasekara (SL),2009-2016,0.3636363636363636,,,0.3056640625,,0.19622593395384416,0.3263707571801567,0.05696165364965647,,,,,,0.5851648351648349,1.0,0.16666666666666669
AD Mathews (SL),2009-2016,0.696969696969697,,,0.35546875,,0.19648093841642225,0.44778067885117495,0.07281695930471548,,,,,,0.357142857142857,0.6666666666666666,0.22222222222222227
AD Russell (WI),2012-2021,0.4848484848484849,,,0.3310546875,,0.19673594287900034,0.27676240208877284,0.03817018028069763,,,,,,0.964285714285714,0.0,0.19444444444444448
R Rampaul (WI),2007-2021,0.27272727272727276,,,0.318359375,,0.2059161035318118,0.26370757180156656,0.04051911445181748,,,,,,0.9725274725274726,0.3333333333333333,0.16666666666666669
AU Rashid (ENG),2009-2022,0.4848484848484849,,,0.4208984375,,0.206426112456968,0.4791122715404699,0.06635739033413589,,,,,,0.5,0.3333333333333333,0.27777777777777773
Mohammad Amir (PAK),2009-2016,0.3333333333333333,,,0.3203125,,0.2074461303072804,0.35117493472584854,0.06342122262023607,,,,,,0.5494505494505493,1.0,0.16666666666666669
Mohammed Shami (IND),2014-2022,0.24242424242424243,,,0.2470703125,,0.21063368608950658,0.2245430809399478,0.05050208467907688,,,,,,0.7967032967032965,0.3333333333333333,0.08333333333333331
KD Mills (NZ),2009-2014,0.27272727272727276,,,0.3017578125,,0.21318373071528754,0.2793733681462141,0.0516765517646368,,,,,,0.7939560439560438,0.0,0.1388888888888889
TL Chatara (ZIM),2014-2022,0.2121212121212121,,,0.1748046875,,0.2167537931913808,0.21018276762402088,0.07634036056139527,,,,,,0.42582417582417564,0.3333333333333333,0.0
SE Bond (NZ),2007-2010,0.15151515151515155,,,0.203125,,0.21904883335458367,0.20234986945169714,0.061659521991896185,,,,,,0.6538461538461537,0.3333333333333333,0.02777777777777779
Shakib Al Hasan (BAN),2007-2022,0.909090909090909,0.9666666666666668,,0.7412109375,,0.1113094479153385,0.8772845953002613,0.03171061131011803,,,,,,0.4423076923076923,0.0,1.0
Shahid Afridi (PAK),2007-2016,0.8484848484848484,0.9333333333333333,,0.771484375,,0.17021547877087848,0.9229765013054831,0.05696165364965647,,,,,,0.4230769230769229,0.3333333333333333,0.7777777777777777
SL Malinga (SL),2007-2014,0.7575757575757576,0.8333333333333333,,0.630859375,,0.12966976922096138,0.6697127937336815,0.030536144224558096,,,,,,0.6208791208791209,0.0,0.75
Saeed Ajmal (PAK),2009-2014,0.5151515151515151,0.5666666666666667,,0.478515625,,0.08874155297717709,0.5652741514360313,0.022314874625638623,,,,,,0.44505494505494503,0.3333333333333333,0.6944444444444444
BAW Mendis (SL),2009-2014,0.45454545454545453,0.49999999999999994,,0.3994140625,,0.06528114241999233,0.4804177545691906,0.014093605026719122,,,,,,0.4203296703296704,1.0,0.6666666666666667
Umar Gul (PAK),2007-2014,0.5454545454545454,0.6000000000000001,,0.4755859375,,0.09371413999744993,0.5130548302872062,0.018204239826178872,,,,,,0.5851648351648349,0.0,0.6666666666666667
R Ashwin (IND),2012-2022,0.5454545454545454,0.6000000000000001,,0.4248046875,,0.09371413999744993,0.531331592689295,0.02877444359621821,,,,,,0.3626373626373627,0.0,0.5833333333333333
PWH de Silva (SL),2021-2022,0.30303030303030304,0.3333333333333333,,0.232421875,,0.01976284584980234,0.3433420365535248,0.004697868342239703,,,,,,0.17582417582417564,0.3333333333333333,0.5555555555555556
DW Steyn (SA),2009-2016,0.5151515151515151,0.5666666666666667,,0.451171875,,0.11985209741170469,0.5169712793733681,0.03288507839567796,,,,,,0.4917582417582418,0.3333333333333333,0.5277777777777777
SCJ Broad (ENG),2007-2014,0.606060606060606,0.6333333333333333,,0.541015625,,0.15886778018615325,0.5456919060052219,0.03699571319513771,,,,,,0.7005494505494503,0.6666666666666666,0.5277777777777777
TG Southee (NZ),2010-2022,0.4848484848484849,0.5333333333333332,,0.48046875,,0.1415274767308428,0.49347258485639683,0.032297844852897994,,,,,,0.6648351648351647,0.6666666666666666,0.49999999999999994
MA Starc (AUS),2012-2022,0.42424242424242425,0.4666666666666666,,0.5302734375,,0.18538824429427517,0.48433420365535246,0.03817018028069763,,,,,,0.8736263736263736,0.3333333333333333,0.4444444444444445
DJ Bravo (WI),2007-2021,0.8484848484848484,0.7,,0.6494140625,,0.24301925283692463,0.5600522193211488,0.05108931822185683,,,,,,1.0,0.0,0.4444444444444445
TA Boult (NZ),2014-2022,0.24242424242424243,0.26666666666666666,,0.2431640625,,0.06043605763100854,0.30156657963446476,0.01350637148393917,,,,,,0.3846153846153846,0.0,0.3888888888888889
IS Sodhi (NZ),2016-2022,0.3333333333333333,0.36666666666666664,,0.3193359375,,0.1002167537931914,0.35900783289817234,0.024076575253978508,,,,,,0.5137362637362637,0.0,0.3888888888888889
S Badree (WI),2012-2016,0.27272727272727276,0.3,,0.2041015625,,0.04692082111436949,0.3276762402088773,0.021727641082858642,,,,,,0.09615384615384603,0.3333333333333333,0.3611111111111111
M Morkel (SA),2007-2014,0.3333333333333333,0.36666666666666664,,0.3271484375,,0.11385949254111943,0.3563968668407311,0.027012742967878325,,,,,,0.5604395604395604,0.0,0.3611111111111111
A Zampa (AUS),2016-2022,0.24242424242424243,0.26666666666666666,,0.1845703125,,0.04335075863827617,0.25718015665796345,0.01174467085559927,,,,,,0.26098901098901095,0.0,0.3333333333333333
Rashid Khan (AFG),2016-2022,0.27272727272727276,0.3,,0.2490234375,,0.07994389901823282,0.3224543080939948,0.02466380879675846,,,,,,0.3296703296703296,0.0,0.3333333333333333
NL McCullum (NZ),2007-2016,0.4848484848484849,0.4666666666666666,,0.275390625,,0.09486166007905136,0.391644908616188,0.03817018028069763,,,,,,0.21153846153846168,0.0,0.3333333333333333
GP Swann (ENG),2009-2012,0.30303030303030304,0.3,,0.2353515625,,0.08121892133112327,0.2963446475195822,0.02348934171119854,,,,,,0.3653846153846154,0.6666666666666666,0.3055555555555555
SR Watson (AUS),2007-2016,0.5454545454545454,0.5666666666666667,,0.4794921875,,0.2260614560754813,0.45561357702349875,0.055787186564096536,,,,,,0.7967032967032965,0.3333333333333333,0.3055555555555555
MJ Santner (NZ),2016-2022,0.3333333333333333,0.36666666666666664,,0.2685546875,,0.11169195460920564,0.3368146214099217,0.03582124610957778,,,,,,0.36813186813186793,0.0,0.27777777777777773
CJ Jordan (ENG),2014-2022,0.3636363636363636,0.39999999999999997,,0.3388671875,,0.15542521994134897,0.3381201044386423,0.03640847965235773,,,,,,0.6923076923076925,0.0,0.27777777777777773
RA Jadeja (IND),2009-2021,0.4848484848484849,0.5333333333333332,,0.40234375,,0.1949509116409537,0.4451697127937337,0.059310587820776334,,,,,,0.5412087912087911,0.3333333333333333,0.27777777777777773
AU Rashid (ENG),2009-2022,0.4848484848484849,0.5333333333333332,,0.4208984375,,0.206426112456968,0.4791122715404699,0.06635739033413589,,,,,,0.5,0.3333333333333333,0.27777777777777773
A Nortje (SA),2021-2022,0.12121212121212122,0.1333333333333333,,0.0791015625,,0.0,0.15404699738903394,0.0,,,,,,0.05494505494505497,0.0,0.25000000000000006
Shadab Khan (PAK),2021-2022,0.2121212121212121,0.23333333333333334,,0.181640625,,0.06693867142674995,0.2493472584856397,0.021727641082858642,,,,,,0.2774725274725274,0.0,0.25000000000000006
MG Johnson (AUS),2007-2010,0.24242424242424243,0.26666666666666666,,0.228515625,,0.09753920693612136,0.2741514360313316,0.027012742967878325,,,,,,0.42582417582417564,0.0,0.25000000000000006
DL Vettori (NZ),2007-2012,0.3333333333333333,0.36666666666666664,,0.2685546875,,0.12367716435037615,0.391644908616188,0.0534382523929767,,,,,,0.18131868131868134,0.0,0.25000000000000006
Mustafizur Rahman (BAN),2016-2022,0.27272727272727276,0.3,,0.2958984375,,0.1415274767308428,0.304177545691906,0.03405954548123789,,,,,,0.6401098901098901,0.3333333333333333,0.25000000000000006
AD Mathews (SL),2009-2016,0.696969696969697,0.7,,0.35546875,,0.19648093841642225,0.44778067885117495,0.07281695930471548,,,,,,0.357142857142857,0.6666666666666666,0.22222222222222227
Mohammad Nabi (AFG),2010-2022,0.4848484848484849,0.5333333333333332,,0.390625,,0.2207063623613413,0.4216710182767624,0.06694462387691584,,,,,,0.5796703296703296,0.3333333333333333,0.22222222222222227
Imran Tahir (SA),2014-2016,0.09090909090909088,0.09999999999999998,,0.0947265625,,0.025245441795231416,0.14751958224543082,0.005872335427799635,,,,,,0.21153846153846168,0.0,0.19444444444444448
PA van Meekeren (NED),2016-2022,0.18181818181818182,0.16666666666666663,,0.1259765625,,0.047940838964681876,0.1710182767624021,0.01174467085559927,,,,,,0.31043956043956045,0.0,0.19444444444444448
WD Parnell (SA),2009-2022,0.24242424242424243,0.26666666666666666,,0.1875,,0.09256661991584852,0.2245430809399478,0.02466380879675846,,,,,,0.43131868131868134,0.3333333333333333,0.19444444444444448
Shaheen Shah Afridi (PAK),2021-2022,0.2121212121212121,0.23333333333333334,,0.2021484375,,0.1032768073441285,0.2506527415143603,0.031123377767338076,,,,,,0.3873626373626373,0.3333333333333333,0.19444444444444448
Al-Amin Hossain (BAN),2014-2016,0.24242424242424243,0.23333333333333334,,0.2197265625,,0.11602703047303325,0.20626631853785898,0.020553173997298724,,,,,,0.739010989010989,0.0,0.19444444444444448
Taskin Ahmed (BAN),2014-2022,0.30303030303030304,0.3,,0.2353515625,,0.1272472268264694,0.28720626631853785,0.04051911445181748,,,,,,0.4065934065934067,0.6666666666666666,0.19444444444444448
AD Russell (WI),2012-2021,0.4848484848484849,0.39999999999999997,,0.3310546875,,0.19673594287900034,0.27676240208877284,0.03817018028069763,,,,,,0.964285714285714,0.0,0.19444444444444448
M Theekshana (SL),2021-2022,0.27272727272727276,0.3,,0.216796875,,0.12801224021420374,0.29765013054830286,0.049327617593516934,,,,,,0.2664835164835164,0.0,0.16666666666666669
JR Hazlewood (AUS),2016-2022,0.2121212121212121,0.23333333333333334,,0.240234375,,0.14599005482595948,0.23368146214099217,0.032297844852897994,,,,,,0.7005494505494503,0.3333333333333333,0.16666666666666669
KMDN Kulasekara (SL),2009-2016,0.3636363636363636,0.39999999999999997,,0.3056640625,,0.19622593395384416,0.3263707571801567,0.05696165364965647,,,,,,0.5851648351648349,1.0,0.16666666666666669
R Rampaul (WI),2007-2021,0.27272727272727276,0.3,,0.318359375,,0.2059161035318118,0.26370757180156656,0.04051911445181748,,,,,,0.9725274725274726,0.3333333333333333,0.16666666666666669
Mohammad Amir (PAK),2009-2016,0.3333333333333333,0.36666666666666664,,0.3203125,,0.2074461303072804,0.35117493472584854,0.06342122262023607,,,,,,0.5494505494505493,1.0,0.16666666666666669
